Open,Close
342.065943305548,338.2697448730469
341.819183130728,347.8646240234375
346.2228065599419,348.2822570800781
350.64540018969285,349.9146423339844
349.61096288987665,354.6883850097656
351.32870071189205,346.2228088378906
344.9795125723474,341.34466552734375
341.90465190240457,339.1429138183594
339.14289604712775,343.0245056152344
346.69734585725615,345.80523681640625
340.5569831695013,336.998046875
336.6184398334327,332.442626953125
330.26924358315745,333.6478576660156
337.44409413255795,335.26129150390625
333.5909098952566,332.25274658203125
331.20880125772175,330.2123107910156
330.6394123432315,329.19683837890625
318.0170703341173,300.0610656738281
303.0505400217319,292.734375
284.7148958209116,297.2803039550781
297.2233373611619,300.51654052734375
297.02407415140186,299.73834228515625
298.56151174676836,303.9331359863281
304.70186788283036,310.69036865234375
312.41766640686825,307.833740234375
305.79332217070174,307.7388916015625
307.73890250400115,306.3247985839844
303.45863858299157,300.60198974609375
305.52864967418736,302.85528564453125
300.1436499854728,303.561767578125
304.84119149675695,302.46380615234375
308.3070520096334,303.9627990722656
305.86283811857504,313.6824645996094
316.58493571942614,315.94525146484375
314.2553113228069,321.1487731933594
318.5422682318142,325.3307189941406
322.7528131332203,314.4748840332031
314.42717196256,314.8186340332031
312.1165954083766,302.7120361328125
302.8075210348437,301.4994812011719
304.07740542692346,296.630126953125
296.9356241067117,300.0672912597656
302.57838365575867,303.3421936035156
298.9502051606191,294.510498046875
292.36223541528324,285.7933654785156
286.9105167517629,288.2376708984375
287.85570776272453,291.7607421875
292.4100143371818,291.07330322265625
284.6094927171205,285.0391540527344
283.3683133044401,289.05877685546875
287.82705747289,297.0406494140625
293.8898854896404,292.84918212890625
295.4462014334556,292.43865966796875
292.2667510938484,296.3818664550781
296.7733595614179,290.74871826171875
289.29747284844257,286.6336364746094
287.0154918106638,293.8803405761719
296.9356672168365,300.8884582519531
302.66428725384657,296.3245544433594
295.80902226490326,286.5381164550781
286.43308820394634,291.1496887207031
288.5814064253564,286.39495849609375
287.67433429392395,287.9607849121094
290.96825950747433,297.6612548828125
294.21452412610665,286.81500244140625
288.33309077658475,293.087890625
291.8658210314019,291.1688232421875
290.3285644899006,301.05072021484375
296.9356246497891,285.58331298828125
282.9004549484202,281.0004577636719
277.1526971615151,283.5974426269531
284.96271893233336,277.99285888671875
278.26974153515914,270.1636657714844
268.83657077841,276.58935546875
276.83760771763457,282.64263916015625
280.78080361006806,282.60443115234375
292.6391496045746,287.34014892578125
279.749657723276,272.2832946777344
272.5888376892501,274.74664306640625
276.71346060009233,274.202392578125
276.0164945999277,273.0948791503906
271.1567054033133,274.8994445800781
272.88480560795847,280.29388427734375
283.8743113028668,289.11602783203125
289.8130116389392,294.510498046875
292.7346746429776,289.05877685546875
289.9138964748223,285.542236328125
287.09869446377786,293.8819885253906
291.4415129094936,293.1229248046875
293.5841759984796,291.9796447753906
283.4956520529347,289.9426574707031
288.0307121659156,285.868896484375
286.08987290560964,288.1075439453125
280.0752110507315,277.9037780761719
273.2150233877427,272.06207275390625
272.11011969944104,267.7480773925781
269.9867241503643,268.7665100097656
264.14504773062635,262.74224853515625
260.37867000267494,260.1192626953125
262.9632445843135,258.64923095703125
255.94937970740835,258.4378662109375
259.41787129764407,264.6254577636719
266.59506474863144,271.9083251953125
273.3111218029152,271.6105041503906
272.6577520352138,259.56195068359375
260.9359135193849,263.13616943359375
260.1192422464432,263.5204772949219
264.9232882233951,268.1419677734375
264.7022901896418,272.6097412109375
273.8203479315086,272.4656066894531
271.75462288405873,275.4537353515625
274.78114224315345,275.2423400878906
274.00286899961174,275.16546630859375
277.64436379730324,273.94525146484375
270.5920333123762,275.92449951171875
270.8034378793552,278.1343994140625
283.25548518252526,280.9495544433594
285.5997919639367,281.56439208984375
283.8607780111284,288.0787048339844
289.1356035799294,290.451904296875
290.9803830365513,293.0461120605469
295.60186195042104,294.57379150390625
294.7755195429231,294.1510009765625
285.3596326468703,286.4933776855469
286.52218669715666,287.19476318359375
283.43802567782774,287.8865661621094
288.2420418930674,289.14520263671875
288.8570114807953,293.833984375
293.43044240038085,288.92425537109375
291.46080026365684,294.3624267578125
292.60414612001955,295.1310729980469
293.4112014211741,297.5522766113281
299.6372159191667,299.742919921875
296.78368630766386,293.2478942871094
297.3696988585438,299.3681640625
301.5396278502173,298.5130920410156
300.3578548938324,302.54852294921875
299.8101979756067,302.2794494628906
300.71336664100386,314.5489807128906
315.23109857665594,312.992431640625
312.2238180380629,312.4640197753906
312.23344102772205,308.72650146484375
305.6230599435373,299.9735107421875
299.0126876725139,294.8716125488281
293.09411311980847,296.0341796875
296.54345879743784,297.6387634277344
298.1383924365316,286.41656494140625
284.9465005456862,284.706298828125
286.85851596185904,281.6125183105469
282.3958406586867,278.9240417480469
278.9046910395833,283.7110595703125
286.36080968929195,282.2894287109375
283.5659730468772,280.00714111328125
280.8775436211047,287.67608642578125
286.25444171198427,290.0260314941406
289.61989883032254,289.90032958984375
290.8964218107332,287.7437744140625
282.39583315190976,268.7793884277344
270.2009793975593,267.2417297363281
268.7406989842218,262.5997619628906
260.19176332775334,266.8839416503906
264.5726137863144,271.18743896484375
267.76398648385526,265.1432189941406
266.91295394011286,262.6288146972656
262.29034413076425,260.2788391113281
259.0699919081663,262.0195617675781
262.49339389729266,257.8030700683594
260.49152166681847,259.8435974121094
266.15864924067444,272.899169921875
269.3402948069879,269.16619873046875
268.6729960759988,266.8548889160156
271.74834960901575,274.3594665527344
278.0343153074175,280.0264892578125
276.8254667789031,280.30694580078125
280.02647313684696,280.82916259765625
278.0633201316231,274.9590148925781
274.2240371849862,273.1602478027344
271.8450670693275,273.5761413574219
275.0557382421335,271.28411865234375
265.6170431194381,273.5180358886719
277.2026313894002,267.3287658691406
270.39443678653333,271.9997863769531
278.46951560060626,275.6746520996094
273.16997068287316,266.4197692871094
265.8878432519309,260.5882568359375
259.5051566239679,266.45843505859375
267.85101375621934,273.9339294433594
276.10985015992736,280.7034606933594
281.03227239154796,280.5970764160156
282.2411100483863,281.47711181640625
280.4519994199974,288.81719970703125
284.716785936874,286.3801574707031
290.4805949340366,286.3125
285.4808289401226,279.2238464355469
274.2336960620119,272.2318420410156
276.477334815612,274.6785583496094
277.06723881564415,280.7131042480469
282.80198045979154,281.5544738769531
279.48491106640284,277.3089904785156
287.9371606160517,301.43756103515625
301.72768677069683,304.5708923339844
304.0099587854446,296.81494140625
294.0490906662761,301.65997314453125
295.7898156608738,304.5418701171875
301.7276562903897,301.18609619140625
303.79724959975186,302.86883544921875
306.52440839817245,306.350341796875
309.46425907702553,314.18359375
316.0017086706956,310.924560546875
312.2591310825637,315.63421630859375
314.35769155433917,308.41986083984375
305.595972792259,305.5572814941406
304.4578801917819,315.21844482421875
317.47562377853603,318.2150573730469
312.38724245834834,319.11016845703125
316.34705121001406,311.414306640625
310.9862411988014,308.85552978515625
307.4058573490192,311.482421875
309.92571392702973,315.31573486328125
312.77639320759636,311.803466796875
314.25524885484646,319.1004333496094
335.0272313222511,323.87750244140625
321.58141200423546,324.40289306640625
320.52089400651516,318.730712890625
314.6736193947494,314.5860595703125
310.8500332122587,308.73876953125
304.83735495410843,306.3161926269531
309.4392443654367,310.7137756347656
307.83394167251,307.5615234375
305.6448708706957,310.10089111328125
309.78953035282336,310.8986511230469
311.87158161208555,307.1820983886719
310.023052296192,311.73541259765625
308.89443824612897,307.3085632324219
308.8263367398629,307.3572082519531
312.3775094130981,311.07379150390625
309.22519983090325,306.9291076660156
307.7269606519348,308.9333801269531
311.33646079056285,309.20574951171875
307.7366439478462,311.9494323730469
313.8174463579697,320.09283447265625
323.21591453903113,320.93927001953125
317.65073656101555,322.2429504394531
321.3867798283827,318.66259765625
321.0657073084362,314.9265441894531
311.6672547907919,302.46337890625
301.6169688169445,306.47186279296875
305.0513934418633,306.9388732910156
306.5885915637573,309.0890197753906
306.7929140193185,308.6706848144531
305.6448478368111,305.3140563964844
303.5725392157185,308.1161193847656
307.2793714875974,305.732421875
307.43505390390885,315.39361572265625
313.66179514496014,319.20745849609375
324.4223179497285,330.5906677246094
323.5272290157814,322.5251159667969
320.0830810341258,320.3554992675781
315.2281977156111,316.3957214355469
314.19688859114166,312.1051025390625
314.35253995635424,307.0069274902344
305.3529489649606,307.9701232910156
308.74848722285617,314.7709045410156
311.9299324796723,309.8089599609375
307.3280382477254,312.0078125
306.4718556937648,312.54290771484375
310.05219729413614,309.34197998046875
297.27768601678224,287.4997863769531
289.49426480017706,288.2781066894531
288.75484011768697,291.20660400390625
284.48371093933906,288.6283874511719
291.2552515761315,287.9959716796875
287.0133121018649,288.5116271972656
284.0166783920879,282.9172668457031
280.650341528359,285.0868835449219
286.6631165146241,290.3699645996094
289.93207681944216,290.1363830566406
290.96339363365985,282.8297424316406
283.6430775644399,285.6520080566406
287.1807801890084,282.23193359375
282.78071210105367,280.5757751464844
278.3022273135639,280.78155517578125
283.5058929434104,279.8506164550781
278.26306839277987,282.2025451660156
281.251977927042,280.9873962402344
282.05554453195725,282.6141357421875
281.6733398461261,283.4667053222656
285.5932448641632,283.63330078125
284.2800606027902,276.9498596191406
279.54681458033474,278.2238464355469
276.90090579175876,277.3516845703125
278.0670601210526,275.63671875
275.1761211663344,275.19573974609375
275.61708816452955,277.684814453125
279.644775390625,279.644775390625
281.24217292491505,289.2093505859375
288.96432399895065,291.7670593261719
291.5416579024503,289.0525207519531
289.0917286446473,282.8885192871094
281.49696431449064,282.8297119140625
280.39937304172946,285.33843994140625
286.82802638418684,287.8863830566406
290.26772582778887,284.6230773925781
285.06408367963314,286.298828125
286.2987749292759,286.3379821777344
285.857825397659,289.48370361328125
290.38531529429633,292.962646484375
290.5127222135096,290.9635009765625
290.04233760775094,292.59027099609375
295.57916543672496,294.03082275390625
293.9915865214374,295.5987548828125
295.46157985759424,290.3951110839844
289.51311656935593,282.300537109375
282.2319252934486,288.04315185546875
287.88635313352665,294.5207824707031
292.992033838689,291.7376708984375
292.46285669036234,288.38616943359375
288.66054385633646,287.2101745605469
286.85738305184316,280.0269775390625
281.4186053060449,283.81951904296875
283.2119072930368,282.163330078125
280.4386036536984,284.76025390625
285.86762024049744,283.2413024902344
282.95712031164317,281.92816162109375
282.2319338029008,284.6524658203125
284.1134744437118,282.7611083984375
276.10710548437646,276.67547607421875
276.4990934950244,286.5340270996094
286.78879589982273,289.24853515625
289.8365284007525,285.05426025390625
284.9072587792019,284.8386535644531
283.4862836575114,289.0329284667969
291.41424969551366,285.26983642578125
285.9459939792772,281.0069274902344
281.2519260945783,286.96514892578125
287.40620343663494,286.5438232421875
285.8331575240185,279.7728271484375
280.364988754509,284.6487121582031
286.8793878458746,292.10076904296875
291.78490451229953,289.297607421875
288.03420778000225,292.15997314453125
293.45300858772043,297.78607177734375
298.24008609487146,297.1839599609375
297.07537471523887,293.4924621582031
294.5288616219184,296.9569396972656
298.476952053961,296.1870422363281
297.085262316365,295.8218688964844
296.9371831075747,298.10186767578125
300.3917725088238,296.483154296875
295.88104777625233,297.4997863769531
298.9408735478427,296.7990417480469
297.58862196280785,297.27276611328125
296.4239591769762,296.9075927734375
298.74346990210375,303.895751953125
304.1523831770292,309.66986083984375
307.9524295778855,302.5336608886719
302.800113221673,303.8266296386719
305.5638005888531,306.6100769042969
305.76123106273326,305.99810791015625
306.4718788067194,306.7679748535156
302.8593447893094,298.10186767578125
298.0722530025142,298.8816223144531
299.2665924580324,306.2547302246094
308.8506111241665,309.59088134765625
312.2065235754292,313.40081787109375
313.9733018538353,310.5187072753906
310.7555745474253,312.39404296875
311.62415397487433,311.9498596191406
310.4496146509393,312.65069580078125
312.88755044670694,315.33538818359375
316.18422319387105,314.950439453125
316.904752716867,316.3125305175781
316.8060578616249,320.892333984375
320.85285964982637,320.9120788574219
320.47778295150204,325.314208984375
327.406701607836,325.4326477050781
327.6929683122601,327.0711364746094
327.34747235379143,329.5090637207031
327.4560784911924,327.7620544433594
325.74852292325005,324.2383728027344
323.42899997390884,325.57086181640625
323.90278852526944,322.1952209472656
322.9650941257384,324.8996887207031
322.3432579821125,323.55731201171875
323.10328917225434,323.9521179199219
326.3703727244374,325.126708984375
324.25808742002033,326.8144836425781
327.1599458825203,325.6695556640625
327.45610166173293,327.8311767578125
328.30491004919895,328.7095947265625
329.4399749678739,323.0341796875
320.843016754526,323.123046875
322.37286375248317,319.85595703125
321.050267988362,320.2705383300781
320.31000994828,321.8596496582031
320.9022063469634,318.405029296875
319.2341213835957,318.6715087890625
319.0071415563703,321.6819763183594
322.55056774849896,325.1069641113281
325.8122200270923,328.4246826171875
328.9908839785707,328.09686279296875
329.78555435886557,330.85833740234375
329.6266061263966,325.59368896484375
325.3453551241614,323.8255615234375
322.86202811616664,326.22943115234375
325.3155657942049,326.5174865722656
327.09362542089383,326.17974853515625
324.6500180838605,324.10369873046875
323.8652962884996,323.70635986328125
325.20631651338186,327.4313659667969
325.1367519650552,319.2562255859375
318.0245105661328,315.14385986328125
313.8425938686061,312.5115051269531
312.89893002927477,308.7865295410156
307.3362729456068,304.7138977050781
304.1178899683177,303.6907653808594
302.4789048623624,304.4456787109375
302.48883819178434,300.5220642089844
300.97897631940344,299.8068542480469
299.65786076334746,301.4656982421875
302.91599143474093,300.14459228515625
298.51550874027026,297.8301086425781
295.92291760119423,289.99273681640625
291.40325924972166,290.43975830078125
290.0523508786907,289.7543640136719
288.82062505874364,290.86688232421875
288.3636759119039,293.3899230957031
294.71105862480937,297.22418212890625
297.7407112515992,296.0619812011719
295.71432828843876,291.0655212402344
290.9860860546981,289.972900390625
292.46612054025906,295.3467712402344
294.7110619070717,293.966064453125
291.04567753147444,288.3040771484375
289.05900469719785,284.8572082519531
283.9532841297382,284.4996337890625
283.9135765719019,283.1685791015625
284.8274332127572,281.4203186035156
279.8707207169529,279.0561828613281
278.65884495403606,276.1457214355469
277.11920826075954,274.6159973144531
275.6192459827613,279.6025085449219
280.7051082104352,282.7911071777344
283.685098523749,284.7181701660156
288.314009358876,292.5654602050781
292.2177901112782,293.63824462890625
292.7839861973153,292.6051940917969
292.6449270929519,292.8038635253906
293.06211934754265,293.9461975097656
290.0026933408937,285.94989013671875
287.3008364020874,289.64508056640625
285.8704284030957,286.1485595703125
298.8830525799568,301.6047668457031
302.0716529168279,306.1343688964844
303.83976427485146,304.3960266113281
306.4422962802361,305.2204895019531
305.14103891669475,306.1343688964844
303.5318520546904,303.3033752441406
305.3397094835309,307.13763427734375
307.11774360180584,308.62762451171875
308.6176840874956,308.8461608886719
308.6375374055578,311.25
314.05999755859375,311.0199890136719
312.5400085449219,313.489990234375
313.8299865722656,319.6199951171875
319.6199951171875,324.0199890136719
322.0,323.5
325.0,326.1099853515625
326.1099853515625,326.1700134277344
326.0,326.4700012207031
329.80999755859375,331.3299865722656
330.44000244140625,333.20001220703125
334.8999938964844,343.3999938964844
349.739990234375,351.80999755859375
348.2200012207031,354.0
353.7099914550781,350.80999755859375
351.4599914550781,352.07000732421875
351.0,348.6600036621094
351.8699951171875,348.9700012207031
349.0400085449219,348.5899963378906
348.42999267578125,349.30999755859375
349.9100036621094,348.5299987792969
348.5,347.3599853515625
345.8299865722656,346.54998779296875
